sen1	sen2	src	score
선로에 두 개의 녹색과 흰색 열차가 앉아 있다.	두 개의 녹색과 흰색 열차가 기차 선로에 앉아 있다.	main-captions	5
회색 고양이가 나무 탁자 위에 누워 있다.	식탁 위에 누워 있는 회색 고양이.	main-captions	4
뒷마당에 앉아 기타를 연주하는 한 남자	오렌지색 SUV의 뒷좌석에 탄 남자.	main-captions	0
무릎에 아기를 앉힌 채 의자에 앉아 낮잠을 자고 있는 아버지.	분홍색 셔츠를 입은 남자가 유아와 함께 의자에 앉아 자고 있다.	main-captions	3.4
클로즈업이 된 타조의 머리	타조의 얼굴의 클로즈업	main-captions	4.4
나뭇가지 위에 자리 잡고 있는 녹색과 흰색의 새.	나뭇가지에 앉아 있는 녹색 머리에 하얀 가슴을 가진 새.	main-captions	4.2
모자를 쓴 한 남자가 흰말을 탄다.	흰말을 타고 모자를 쓴 한 남자	main-captions	5
갈색 말을 타는 한 여자	위에서 자기 사진을 찍는 여자.	main-captions	0.2
잔디밭에 서 있는 두 남자가 차를 응시하고 있다.	분홍색 상의를 입고 맥주를 들고 포즈를 취하는 한 여자.	main-captions	0.2
물가에 있는 인도 여자 두 명과 인도 소녀 두 명.	두 명의 인도 여성이 해변 위에서 두 명의 인도 소녀와 함께 서 있습니다.	main-captions	4
두 사람을 위해 와인과 접시가 놓여 있는 테이블이 마련되어 있다.	나무 테이블에는 양초, 와인, 그리고 보라색 플라스틱 그릇이 놓여 있습니다.	main-captions	2.6
폐허 앞에서의 모페드	건물 앞 잔디밭에 주차된 흰색 버스.	main-captions	0.6
자전거로 당겨지는 카트를 운전하는 한 사람.	바퀴 달린 세 개의 자전거를 타고 방진 마스크를 쓴 한 남자	main-captions	1.2
문 밑바닥을 킁킁거리는 개 한 마리.	닫힌 문을 킁킁거리며 냄새를 맡는 검은색과 흰색의 개.	main-captions	3.8
겨울에 나뭇가지에 앉아 있는 작은 새	작은 새가 얼음이 쌓인 가지 위에 앉았다.	main-captions	4.2
노란 새가 철망 위에서 과일을 먹고 있다.	새 먹이통에 있는 과일을 먹는 노란 새	main-captions	2.8
갈색 오리와 흰색 오리가 잔디 위에 서 있다.	갈색과 흰색 오리들이 녹색 잔디 위를 걷고 있습니다.	main-captions	4.2
줄무늬 소파 위에 검은색과 흰색 고양이와 개.	창문 앞에 서 있는 검정과 흰색 고양이.	main-captions	2.4
검은 정장 차림에 검은 상의 모자를 쓴 남자가 하얀 마술용 말을 타고 있다.	흰말을 타고 모자를 쓴 한 남자	main-captions	3.6
나무에 매달려 있는 새 먹이에서 먹고 있는 작은 갈색 새들.	작은 새가 나무에 매달려 있는 새 먹이에 앉는다.	main-captions	3.8
이것은 큰 도시가 배경에 있는 시골의 사진이다.	배경에 큰 나무가 있는 풀이 무성한 평원에 검은 소들이 있습니다.	main-captions	0.6
공중 비행 중인 파란색과 빨간색 비행기.	비행 중인 파란색과 빨간색 비행기	main-captions	4.8
텐트 안에서 포즈를 취하고 있는 세 남자.	부엌에서 식사를 하고 있는 세 남자.	main-captions	1.2
녹색 눈을 가진 회색 고양이의 클로즈업	크림 소파에 있는 고양이 클로즈업	main-captions	2.4
기차는 기차역에 있다.	그 기차는 기차역에 있다.	main-captions	4.2
기차는 선로와 산울타리를 따라 내려간다.	파티오 바닥에 있는 한 개가 울타리에 있는 고양이를 보고 있습니다.	main-captions	0
한 어린 소녀가 카메라를 보고 웃고 있다.	큰 귀를 가진 하얀 소가 카메라를 들여다본다.	main-captions	0.2
세 명의 젊은 여성이 한 방에 함께 서 있었다.	흰색, 빨간색, 검은색 스웨터를 입은 검은 머리의 젊은 여성 세 명	main-captions	3.4
긴 오렌지색 다리를 가진 하얀 새가 호수 옆에 서 있다.	긴 오렌지 부리를 가진 커다란 흰 새가 해안선에 서 있다.	main-captions	3
눈 덮인 도시를 지나는 빨간 열차	기차가 눈 속에서 선로를 타고 있다.	main-captions	3.2
세 명의 자전거 타는 사람들이 도시의 다리를 건넌다.	자전거 타는 사람들이 비가 오는 다리에서 건너고 있다.	main-captions	3
빨간색과 흰색의 버스가 영국 거리를 따라 운전한다.	빨간색과 흰색의 영국 버스가 거리를 따라 운전한다.	main-captions	4.4
새들이 물속에서 헤엄치고 있다.	새들은 물 위로 낮게 날고 있다.	main-captions	1.8
검은 개가 카메라를 보고 있다.	흑백 황소가 카메라를 보고 있다.	main-captions	2
들판에서 풀을 뜯는 말 무리	풀밭에서 풀을 뜯는 말 무리	main-captions	4.8
시장 광장에서 오토바이를 탄 몇몇 사람들	도시 거리에 있는 오토바이를 탄 사람들	main-captions	4
세 마리의 양이 조수석에서 본 흙길에 서 있다.	차에서 흙길에 있는 양 세 마리가 총에 맞다.	main-captions	2.2
엘비스 복장을 한두 남자와 포즈를 취한 사람들 무리.	엘비스 복장을 한두 명의 다른 사람들과 함께 서 있는 한 무리의 사람들	main-captions	4.2
작은 쇼핑 카트를 밀고 있는 앵무새.	흰 새가 쇼핑 카트를 조종하고 있다.	main-captions	3.4
물속을 헤치고 다니는 노란 카누를 탄 남자.	남자가 해안을 향해 노란 카누를 노를 저어대고 있다.	main-captions	4.2
맥주병(-lrb-harp lager) -rb-는 바닥에 줄지어 있다.	바닥에 줄지어 놓여 있는 맥주병.	main-captions	3.4
밖에 앉아 웃고 있는 두 여자.	버스 밖에 서 있는 두 명의 여성.	main-captions	2.4
증기 기관과 열차가 카메라를 향해 이동한다.	산비탈에 있는 흰 양 한 마리가 카메라를 보고 있다.	main-captions	1
들판에 있는 갈색과 흰색의 소가 카메라를 들여다본다.	흑백 고양이가 카메라를 올려다보고 있다.	main-captions	1.6
눈 더미 근처에 서 있는 흑백 소.	들판에 서 있는 흑백 소	main-captions	3.2
밝은 녹색 벽과 예술품이 있는 홈 오피스 공간.	책상이 여러 개 있고 녹색 벽이 있는 사무실.	main-captions	3.4
자동차를 운전하는 남자와 오토바이를 가진 사람의 흑백 사진.	클래식 자동차를 탄 남자와 클래식 오토바이를 탄 남자의 흑백 사진.	main-captions	4
세 사람이 노란 카누를 타고 물가에 있다.	카누를 준비하는 세 사람.	main-captions	3
말을 탄 승마 모자를 쓴 소녀.	황갈색 말을 탄 소녀	main-captions	3.8
막대기와 함께 옅은 스카프를 입은 남자.	달리는 사람이 음료수 한 병을 들고 그늘에서 쉬고 있다.	main-captions	0
텔레비전이 있는 매우 복고풍의 거실	회색 고양이가 나무 탁자 위에 누워 있다.	main-captions	0
말을 탄 승마 모자를 쓴 소녀.	갈색 말을 탄 한 소녀	main-captions	2.6
거리 위 길가로 끌려져 나오는 차.	언덕 앞 도로변에 주차된 은색 차.	main-captions	2.6
망토를 입고 막대기를 들고 다리를 꼬고 앉아 있는 남자	갈색 천을 입고 나무 막대기를 들고 있는 동안 다리를 꼬고 앉아 있는 남자.	main-captions	3.8
계단 아래에 두 마리의 흑백 개.	한 개가 다른 서있는 개 옆 계단 바닥에 누워 있다.	main-captions	2.6
바다에 있는 오래된 나무로 만든 항해선	부두에 오래된 나무로 만든 범선이 주차되어 있다.	main-captions	2.8
잔디 위에 다리를 꼬고 앉아 있는 한 남자가 나무를 배경으로 하고 있다.	해안에 가까운 원양 정기선과 그 배경에 집이 있다.	main-captions	0
소파에 앉아 창밖을 내다보는 고양이 두 마리.	창밖을 내다보는 고양이.	main-captions	2.6
개 한 마리에 의해 염소 세 마리가 모아지고 있다.	세 마리의 염소가 개에게 쫓긴다.	main-captions	4.6
카펫 깔린 바닥에 있는 황갈색 강아지	하얀 카펫 위에 누워 있는 황갈색 강아지	main-captions	3.8
풀이 무성한 지역에 서 있는 검은 개	긴 머리의 개는 풀이 우거진 숲속에 서 있다.	main-captions	3.4
역에 있는 기차.	역에 있는 기차	main-captions	5
잔디밭에 서 있는 푸른 새	푸른 새가 녹색 잔디 위에 서 있다.	main-captions	4.6
빈 사무실 좁은 방	좁은 방에 빈 사무실 의자가 하나 있었다.	main-captions	3
한 남자와 여자가 식당의 테이블에 앉아 있다.	4명의 여성과 2명의 남성이 식당의 긴 테이블에 앉아 있다.	main-captions	2.2
줄무늬 셔츠를 입은 한 젊은이가 자전거 두 대를 들고 있다.	해변 근처에서 자전거 두 대를 들고 있는 젊은 빨강 머리 남자	main-captions	3.8
밝은 방에 있는 텔레비전, 천을 씌운 의자, 그리고 커피 탁자.	거실에 있는 가죽 소파와 나무 탁자.	main-captions	2.2
소파에 앉아 창밖을 내다보는 고양이 두 마리.	두 마리의 고양이가 창문을 보고 있다.	main-captions	3.6
작은 개가 스웨터를 입고 카메라를 올려다보고 있다.	재킷을 입은 작은 흰 개 한 마리가 카메라를 올려다본다.	main-captions	4
잔디밭에 서 있는 두 남자가 차를 응시하고 있다.	두 여자가 가게의 의자에 앉아 있다.	main-captions	0.4
한 여성이 눈 속에서 건물 앞에 서 있다.	두 명의 여자와 한 명의 아기가 식당 앞에서 포즈를 취하고 있다.	main-captions	0
밝은 녹색 벽과 예술품이 있는 홈 오피스 공간.	밝은 녹색 벽이 있는 작은 사무실 공간.	main-captions	3.8
술집에 주차된 녹색 차	술집 밖에 주차된 녹색 차.	main-captions	5
식당 식탁에 둘러앉은 사람들 무리.	한 무리의 사람들이 식당 테이블에 앉아 있다.	main-captions	4.8
두 마리의 오리가 물가에 서 있다.	새들이 물속에서 헤엄치고 있다.	main-captions	2.4
건초가 든 축사에 있는 흑백 소	담장 뒤에 있는 흑백 소들.	main-captions	2.8
한 남자와 여자가 카메라를 위해 포즈를 취하고 있다.	모래 위에 앉아 카메라를 올려다보는 고양이.	main-captions	1.4
공항에서 출발하는 녹색과 흰색 화물 비행기	활주로를 벗어나는 흰색과 녹색 상업용 여객기	main-captions	3.6
들판에 주차된 노란색 스쿨버스.	녹색 들판에 있는 갈색 말.	main-captions	0
한 노인이 집에서 노트북으로 일한다.	노트북을 들고 소파에 앉아 있는 노신사.	main-captions	4.2
고양이가 고양이 사료 봉지에 앉아 있다.	긴 가지에 앉아 있는 두 마리의 독수리.	main-captions	0.4
나무로 된 큰 물건들이 높이 쌓여 있었다.	커다란 잔 나무 더미	main-captions	3.8
갈색 말을 타는 한 여자	갈색 말을 탄 한 소녀	main-captions	4
소파에 앉아 있는 소녀의 흑백 사진.	나무 아래 있는 소의 흑백 사진	main-captions	1.2
검은 개 한 마리가 건설 현장의 재료 옆에 서 있다.	검은 개 한 마리가 건설 현장 한가운데 서 있다.	main-captions	4
두 여자가 가게의 의자에 앉아 있다.	두 명의 여성이 카페에 앉아 있다.	main-captions	3
한 여성이 식당이 배경으로 있는 의자를 칠하고 있다.	바다를 배경으로 해변을 따라 걷는 한 남자와 소년.	main-captions	0
고양이 한 마리가 베개를 뒤에 두고 버스 위에서 자고 있다.	고양이가 동물 프린트 담요 위에 누워 있다.	main-captions	2.4
두 대의 오토바이가 흙길에서 경주를 하고 있다.	흙길에 오토바이 두 대가 있다.	main-captions	3.4
한 젊은 여성이 흙길 경주장에서 적다를 타고 있다.	남자가 흰 갈기를 가진 말을 바라보고 있다.	main-captions	0.8
갈색 테이블 위에 누워 있는 회색 고양이.	회색 고양이가 나무 탁자 위에 누워 있다.	main-captions	4.2
오토바이가 밖에 있는 차 옆에 주차되어 있었다.	자동차 옆에 주차된 오토바이.	main-captions	4.4
의자가 위에 있는 중고 목제 건축 자재 더미.	나무 파편 더미 위에 놓여 있는 의자.	main-captions	4
시 기차역에서 기다리고 있는 여객 열차	노란색 엔진을 장착한 여객 열차	main-captions	1.8
검은 기차가 선로를 따라 내려간다.	긴 기차가 기차 선로에 있다.	main-captions	2.8
필립스 평면 TV는 두 개의 리모컨과 함께 보인다.	두 개의 리모컨이 있는 필립스 평면 TV.	main-captions	5
유람선이 정박지 앞에 있다.	문 앞에 계단에 앉아 있는 칼리코 고양이.	main-captions	0
건초 속에 서 있는 흑백 소가 카메라를 돌아본다.	풀밭에 흑백 양이 서 있다.	main-captions	0.2
강을 따라 노를 저어 내려가는 네 사람.	네 사람이 물속에서 카누를 젓는다.	main-captions	4
들판에 서 있는 짙은 갈색 말	녹색 들판에 있는 갈색 말.	main-captions	3.8
두 남자가 비행기 앞에서 이야기하고 있다.	두 남자가 작은 비행기 앞에서 이야기하고 있다.	main-captions	4.4
두 마리의 고양이, 한 마리의 갈색과 한 마리의 흰 고양이가 푸른 담요와 함께 침대 위에 누워 있습니다.	두 마리의 고양이, 한 마리의 적갈색, 다른 한 마리의 흰 고양이가 침대에 누워 있습니다.	main-captions	3.2
그 기차는 기차역에 있다.	기차역에 주차된 기차	main-captions	4.6
바위에 앉아 있는 두 마리의 동물들	갈색 열차가 철로에 앉아 있다.	main-captions	0
담장을 통해 내다보는 흑백 소	흑백 개가 카메라를 보고 있다.	main-captions	1
옷 가게에 있는 두 명의 여자.	돛단배에 탄 두 여자	main-captions	0.8
빨간 오토바이를 보고 있는 나이 든 신사	빨간 오토바이를 보고 있는 한 남자	main-captions	4
